ID,Name,Pos,Team,Price,22_fix,22_xmins,22_pts,22_g,22_a,22_cs,22_bon,22_dmins,22_likelihood,23_fix,23_xmins,23_pts,23_g,23_a,23_cs,23_bon,23_dmins,23_likelihood,24_fix,24_xmins,24_pts,24_g,24_a,24_cs,24_bon,24_dmins,24_likelihood,25_fix,25_xmins,25_pts,25_g,25_a,25_cs,25_bon,25_dmins,25_likelihood,26_fix,26_xmins,26_pts,26_g,26_a,26_cs,26_bon,26_dmins,26_likelihood
441,Skipp,3,TOT,43,(H): MCI,5.65,0.26,0.001,0.003,0.001,0.005,5.65,1,(A): LEI,10.17,0.435,0.004,0.008,0.005,0.011,10.17,1,(H): WHU,10.3,0.447,0.004,0.009,0.006,0.013,10.3,1,(H): CHE,12.49,0.517,0.004,0.008,0.01,0.013,12.49,1,(A): WOL,12.17,0.505,0.004,0.008,0.009,0.013,12.17,1
442,Rodon,2,TOT,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
443,Romero,2,TOT,49,(H): MCI,84.83,1.645,0.026,0.022,0.122,0.049,84.83,1,(A): LEI,81.59,2.751,0.036,0.03,0.277,0.141,81.59,1,(H): WHU,79.24,3.056,0.039,0.033,0.327,0.18,79.24,1,(H): CHE,77.16,2.43,0.028,0.024,0.243,0.105,77.16,1,(A): WOL,73.48,2.401,0.027,0.024,0.241,0.118,73.48,1
444,Bissouma,3,TOT,47,(H): MCI,28.78,0.981,0.015,0.014,0.034,0.036,28.78,1,(A): LEI,30.49,1.138,0.023,0.021,0.082,0.049,30.49,1,(H): WHU,35.21,1.334,0.03,0.027,0.123,0.066,35.21,1,(H): CHE,34.59,1.226,0.023,0.022,0.094,0.053,34.59,1,(A): WOL,36.85,1.298,0.024,0.023,0.108,0.057,36.85,1
445,Emerson Royal,2,TOT,49,(H): MCI,52.17,1.525,0.027,0.051,0.08,0.059,52.17,1,(A): LEI,31.15,1.44,0.021,0.044,0.085,0.103,31.15,1,(H): WHU,27.83,1.425,0.021,0.044,0.085,0.125,27.83,1,(H): CHE,21.6,0.941,0.013,0.026,0.044,0.06,21.6,1,(A): WOL,22.59,1.005,0.014,0.028,0.049,0.067,22.59,1
446,Kulusevski,3,TOT,79,(H): MCI,50.03,2.087,0.067,0.1,0.076,0.11,50.03,1,(A): LEI,45.43,2.317,0.087,0.129,0.147,0.171,45.43,1,(H): WHU,44.98,2.424,0.095,0.143,0.174,0.175,44.98,1,(H): CHE,43.34,2.073,0.071,0.105,0.13,0.139,43.34,1,(A): WOL,43.41,2.11,0.073,0.11,0.136,0.148,43.41,1
447,Scarlett,4,TOT,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
448,Perišić,2,TOT,55,(H): MCI,63.77,2.187,0.066,0.103,0.103,0.101,63.77,1,(A): LEI,59.08,3.203,0.085,0.136,0.208,0.286,59.08,1,(H): WHU,59.05,3.596,0.096,0.152,0.25,0.355,59.05,1,(H): CHE,57.97,2.911,0.073,0.113,0.191,0.248,57.97,1,(A): WOL,55.73,2.866,0.071,0.113,0.189,0.245,55.73,1
449,White,3,TOT,44,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
450,Sarr,3,TOT,43,(H): MCI,0.17,0.008,0,0,0,0,0.17,1,(A): LEI,1.54,0.076,0.002,0.002,0.001,0.003,1.54,1,(H): WHU,1.58,0.08,0.002,0.002,0.001,0.003,1.58,1,(H): CHE,1.89,0.088,0.002,0.002,0.001,0.003,1.89,1,(A): WOL,2.6,0.12,0.003,0.003,0.001,0.004,2.6,1
451,Austin,1,TOT,39,(H): MCI,0,0,0,0,0,0,0,1,(A): LEI,0,0,0,0,0,0,0,1,(H): WHU,0,0,0,0,0,0,0,1,(H): CHE,0,0,0,0,0,0,0,1,(A): WOL,0,0,0,0,0,0,0,1
452,Devine,3,TOT,43,(H): MCI,0.01,0,0,0,0,0,0.01,1,(A): LEI,0.12,0.006,0,0,0,0,0.12,1,(H): WHU,0.24,0.012,0,0,0,0,0.24,1,(H): CHE,0.2,0.009,0,0,0,0,0.2,1,(A): WOL,0.14,0.007,0,0,0,0,0.14,1
453,Parrott,4,TOT,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
454,Richarlison,4,TOT,84,(H): MCI,32.33,1.665,0.092,0.058,0,0.145,32.33,1,(A): LEI,41.74,2.307,0.149,0.102,0,0.25,41.74,1,(H): WHU,42.56,2.459,0.172,0.116,0,0.263,42.56,1,(H): CHE,41.27,2.145,0.132,0.088,0,0.224,41.27,1,(A): WOL,42.81,2.327,0.158,0.094,0,0.258,42.81,1
455,Fabianski,1,WHU,50,(A): NEW,88.8,3.306,0,0.001,0.167,0.259,88.8,1,(H): CHE(H): NEW,88.13,3.575,0,0.001,0.23900000000000002,0.296,88.14 87.85,1 0.03,(A): TOT(H): NEW,87.83,3.3160000000000003,0,0.001,0.156,0.23600000000000002,87.82 88.2,1 0.03,(H): NFO,87.69,3.952,0,0.001,0.38,0.332,87.69,1,(A): BHA,86.55,3.205,0,0.001,0.151,0.256,86.55,1
456,Ogbonna,2,WHU,44,(A): NEW,75.9,1.901,0.015,0.011,0.149,0.083,75.9,1,(H): CHE(H): NEW,73.26,2.3360000000000003,0.021,0.014,0.20700000000000002,0.129,73.2 75.39,1 0.03,(A): TOT(H): NEW,67.29,1.682,0.016,0.012,0.125,0.066,67.41 63.12,1 0.03,(H): NFO,54.22,2.293,0.02,0.014,0.228,0.204,54.22,1,(A): BHA,44.71,1.108,0.009,0.007,0.077,0.048,44.71,1
457,Cresswell,2,WHU,48,(A): NEW,73.97,2.077,0.019,0.065,0.145,0.099,73.97,1,(H): CHE(H): NEW,73.69,2.6630000000000003,0.024,0.094,0.20800000000000002,0.167,73.67 74.29,1 0.03,(A): TOT(H): NEW,69.64,2.0220000000000002,0.023,0.082,0.129,0.09,69.63 70.06,1 0.03,(H): NFO,68.59,3.422,0.033,0.123,0.303,0.36,68.59,1,(A): BHA,67.08,1.905,0.02,0.078,0.122,0.096,67.08,1
458,Antonio,4,WHU,70,(A): NEW,66.51,2.53,0.132,0.076,0,0.206,66.51,1,(H): CHE(H): NEW,48.82,2.317,0.131,0.077,0,0.246,48.91 45.99,1 0.03,(A): TOT(H): NEW,40.07,1.877,0.10200000000000001,0.061,0,0.14200000000000002,40.15 37.33,1 0.03,(H): NFO,29.41,1.758,0.11,0.068,0,0.211,29.41,1,(A): BHA,28.97,1.401,0.069,0.042,0,0.111,28.97,1
459,Dawson,2,WOL,48,(H): LIV,28.17,0.802,0.019,0.007,0.049,0.031,28.17,1,(A): SOU,30.47,1.147,0.022,0.008,0.094,0.063,30.47,1,(H): BOU,32.78,1.647,0.035,0.013,0.153,0.142,32.78,1,(A): FUL(A): LIV,33.15,1.391,0.031,0.012,0.097,0.06,32.77 34.09,1 0.4,(H): TOT(A): LIV,37.68,1.293,0.029,0.01,0.097,0.057,37.65 38.22,1 0.05
460,Lanzini,3,WHU,51,(A): NEW,10.6,0.516,0.011,0.012,0.003,0.022,10.6,1,(H): CHE(H): NEW,11.82,0.624,0.016,0.017,0.007,0.031,11.88 9.7,1 0.03,(A): TOT(H): NEW,10.2,0.526,0.012,0.014,0.003,0.021,10.23 9.07,1 0.03,(H): NFO,8.31,0.492,0.017,0.017,0.003,0.034,8.31,1,(A): BHA,7.78,0.396,0.009,0.01,0.001,0.017,7.78,1
461,Zouma,2,WHU,44,(A): NEW,0,0,0,0,0,0,0,1,(H): CHE(H): NEW,0,0,0,0,0,0,0 0,1 0.03,(A): TOT(H): NEW,9.41,0.268,0.003,0.001,0.017,0.011,9.04 21.79,1 0.03,(H): NFO,32.89,1.46,0.018,0.008,0.139,0.144,32.89,1,(A): BHA,59.36,1.528,0.02,0.009,0.108,0.075,59.36,1
462,Masuaku,2,WHU,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
463,Coufal,2,WHU,41,(A): NEW,69.46,1.831,0.009,0.049,0.138,0.062,69.46,1,(H): CHE(H): NEW,71.21,2.393,0.013,0.07,0.202,0.107,71.25 69.78,1 0.03,(A): TOT(H): NEW,68.73,1.8539999999999999,0.012,0.065,0.13,0.060000000000000005,68.78 67.17,1 0.03,(H): NFO,64.75,2.949,0.017,0.092,0.285,0.223,64.75,1,(A): BHA,63.97,1.69,0.011,0.058,0.118,0.061,63.97,1
464,Benrahma,3,WHU,56,(A): NEW,47.82,2.029,0.069,0.063,0.094,0.094,47.82,1,(H): CHE(H): NEW,51.47,2.475,0.1,0.093,0.149,0.14,51.56 48.6,1 0.03,(A): TOT(H): NEW,47.54,2.194,0.08700000000000001,0.08,0.091,0.1,47.61 45.13,1 0.03,(H): NFO,46.89,2.691,0.131,0.118,0.196,0.22,46.89,1,(A): BHA,41.48,1.912,0.075,0.067,0.073,0.096,41.48,1
465,Bowen,3,WHU,80,(A): NEW,80.98,3.128,0.148,0.102,0.162,0.155,80.98,1,(H): CHE(H): NEW,77.14,3.588,0.194,0.135,0.221,0.244,77.2 75.12,1 0.03,(A): TOT(H): NEW,72.33,3.125,0.165,0.117,0.139,0.154,72.36 71.32,1 0.03,(H): NFO,72.52,4.065,0.25,0.178,0.324,0.346,72.52,1,(A): BHA,71.6,3.002,0.155,0.112,0.134,0.165,71.6,1
466,Vlasic,3,WHU,50,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
467,Rice,3,WHU,47,(A): NEW,85.74,2.312,0.034,0.044,0.165,0.106,85.74,1,(H): CHE(H): NEW,81.12,2.44,0.039,0.059000000000000004,0.227,0.127,81.11 81.47,1 0.03,(A): TOT(H): NEW,79.82,2.288,0.037,0.054,0.148,0.10400000000000001,79.81 80.19,1 0.03,(H): NFO,78.99,2.638,0.052,0.079,0.35,0.159,78.99,1,(A): BHA,78.97,2.199,0.035,0.051,0.143,0.112,78.97,1
468,Soucek,3,WHU,51,(A): NEW,66.38,2.1,0.068,0.036,0.131,0.085,66.38,1,(H): CHE(H): NEW,67.88,2.439,0.096,0.051000000000000004,0.192,0.106,67.8 70.4,1 0.03,(A): TOT(H): NEW,68.83,2.343,0.091,0.048,0.13,0.092,68.83 68.99,1 0.03,(H): NFO,67.72,2.8,0.132,0.071,0.3,0.163,67.72,1,(A): BHA,66.27,2.185,0.081,0.044,0.123,0.096,66.27,1
469,Fornals,3,WHU,49,(A): NEW,43.35,1.682,0.033,0.049,0.081,0.08,43.35,1,(H): CHE(H): NEW,40.82,1.798,0.043000000000000003,0.064,0.10400000000000001,0.097,40.87 39.04,1 0.03,(A): TOT(H): NEW,37.53,1.599,0.037,0.054,0.062,0.07200000000000001,37.54 37.05,1 0.03,(H): NFO,35.45,1.782,0.052,0.076,0.124,0.126,35.45,1,(A): BHA,34.05,1.431,0.031,0.046,0.053,0.071,34.05,1
470,Diop,2,FUL,43,(A): CHE,68.26,1.58,0.018,0.014,0.111,0.078,68.26,1,(H): NFO,68.25,2.722,0.032,0.026,0.252,0.266,68.25,1,(A): BHA,65.49,1.384,0.02,0.014,0.088,0.065,65.49,1,(H): WOL,64.63,2.381,0.027,0.019,0.218,0.2,64.63,1,(A): BRE,66.48,1.768,0.023,0.016,0.132,0.101,66.48,1
471,Johnson,2,WHU,44,(A): NEW,11.9,0.376,0.001,0.006,0.011,0.012,11.9,1,(H): CHE(H): NEW,14.06,0.52,0.002,0.008,0.021,0.024,14.12 12.23,1 0.03,(A): TOT(H): NEW,16.66,0.533,0.002,0.009,0.02,0.016,16.7 15.2,1 0.03,(H): NFO,15.66,0.711,0.003,0.013,0.04,0.058,15.66,1,(A): BHA,11.12,0.352,0.002,0.007,0.01,0.012,11.12,1
472,Aguerd,2,WHU,48,(A): NEW,83.91,2.123,0.034,0.012,0.163,0.094,83.91,1,(H): CHE(H): NEW,81.27,2.657,0.045,0.016,0.227,0.149,81.29 80.51,1 0.03,(A): TOT(H): NEW,78.06,2.027,0.04,0.015,0.14600000000000002,0.081,78.09 77.01,1 0.03,(H): NFO,74.82,3.397,0.057,0.022,0.333,0.313,74.82,1,(A): BHA,72.7,1.85,0.035,0.013,0.133,0.082,72.7,1
473,Areola,1,WHU,43,(A): NEW,1.21,0.045,0,0,0.002,0.003,1.21,1,(H): CHE(H): NEW,1.89,0.077,0,0,0.005,0.006,1.89 2.02,1 0.03,(A): TOT(H): NEW,2.29,0.08700000000000001,0,0,0.004,0.006,2.3 1.81,1 0.03,(H): NFO,2.41,0.109,0,0,0.01,0.009,2.41,1,(A): BHA,3.46,0.129,0,0,0.006,0.01,3.46,1
474,Boly,2,NFO,42,(H): LEE,72.29,2.521,0.035,0.027,0.213,0.149,72.29,1,(A): FUL,71.63,2.119,0.026,0.022,0.165,0.105,71.63,1,(H): MCI,62.98,1.274,0.016,0.013,0.075,0.041,62.98,1,(A): WHU,53.5,1.612,0.017,0.014,0.124,0.08,53.5,1,(H): EVE,53.67,2.306,0.023,0.018,0.217,0.205,53.67,1
475,Coady,2,EVE,49,(H): ARS,83.05,1.637,0.009,0.008,0.114,0.065,83.05,1,(A): LIV,79.6,1.585,0.008,0.007,0.112,0.059,79.6,1,(H): LEE,79.08,2.745,0.014,0.013,0.267,0.205,79.08,1,(H): AVL(A): ARS,76.8,3.008,0.013000000000000001,0.013000000000000001,0.298,0.221,76.76 77.08,1 0.15,(A): NFO,75.24,2.473,0.011,0.01,0.239,0.159,75.24,1
476,Jiménez,4,WOL,67,(H): LIV,23.73,1.444,0.105,0.043,0,0.125,23.73,1,(A): SOU,25.5,1.559,0.113,0.046,0,0.16,25.5,1,(H): BOU,26.65,1.957,0.175,0.07,0,0.22,26.65,1,(A): FUL(A): LIV,28.33,2.287,0.166,0.068,0,0.203,28.3 28.4,1 0.4,(H): TOT(A): LIV,26.06,1.667,0.126,0.051000000000000004,0,0.155,26.05 26.36,1 0.05
477,Jonny,2,WOL,43,(H): LIV,16.39,0.549,0.007,0.013,0.019,0.02,16.39,1,(A): SOU,25.26,1.03,0.01,0.02,0.065,0.057,25.26,1,(H): BOU,28.37,1.467,0.015,0.033,0.112,0.128,28.37,1,(A): FUL(A): LIV,28.33,1.3299999999999998,0.013000000000000001,0.03,0.075,0.052,28.23 28.59,1 0.4,(H): TOT(A): LIV,32.08,1.2069999999999999,0.012,0.028,0.077,0.05,32.02 33.22,1 0.05
478,Sá,1,WOL,50,(H): LIV,89.63,3.349,0,0.003,0.167,0.27,89.63,1,(A): SOU,88.36,3.758,0,0.003,0.29,0.397,88.36,1,(H): BOU,86.7,4.097,0,0.004,0.427,0.343,86.7,1,(A): FUL(A): LIV,85.65,4.622,0,0.004,0.261,0.402,85.66 85.62,1 0.4,(H): TOT(A): LIV,85.36,3.492,0,0.003,0.228,0.265,85.35 85.56,1 0.05
479,Dendoncker,3,AVL,47,(H): LEI,17.53,0.735,0.019,0.014,0.04,0.039,17.53,1,(A): MCI,18.21,0.625,0.008,0.006,0.011,0.021,18.21,1,(H): ARS,21.24,0.765,0.013,0.009,0.032,0.03,21.24,1,(A): EVE,25.05,0.939,0.018,0.013,0.069,0.044,25.05,1,(H): CRY,26.95,1.077,0.026,0.019,0.094,0.06,26.95,1
480,Neves,3,WOL,54,(H): LIV,83.42,2.776,0.134,0.068,0.161,0.164,83.42,1,(A): SOU,83.28,2.914,0.132,0.068,0.278,0.177,83.28,1,(H): BOU,82.58,3.522,0.193,0.099,0.412,0.288,82.58,1,(A): FUL(A): LIV,80.15,3.699,0.17,0.08700000000000001,0.253,0.20800000000000002,80.62 78.98,1 0.4,(H): TOT(A): LIV,74.55,2.717,0.133,0.067,0.20600000000000002,0.14600000000000002,74.53 75.01,1 0.05
481,Hwang,3,WOL,57,(H): LIV,48.8,2.247,0.095,0.076,0.103,0.106,48.8,1,(A): SOU,48.81,2.336,0.096,0.076,0.169,0.131,48.81,1,(H): BOU,46.79,2.714,0.137,0.108,0.226,0.193,46.79,1,(A): FUL(A): LIV,46.63,3.003,0.122,0.099,0.159,0.148,47.7 43.97,1 0.4,(H): TOT(A): LIV,45.4,2.2870000000000004,0.099,0.08,0.129,0.112,45.36 46.11,1 0.05
482,Semedo,2,WOL,50,(H): LIV,79.24,2.191,0.017,0.054,0.167,0.091,79.24,1,(A): SOU,75.77,2.851,0.016,0.051,0.272,0.165,75.77,1,(H): BOU,72.29,3.622,0.023,0.072,0.379,0.316,72.29,1,(A): FUL(A): LIV,70.27,2.9730000000000003,0.02,0.063,0.241,0.133,70.36 70.04,1 0.4,(H): TOT(A): LIV,69.19,2.411,0.017,0.051000000000000004,0.20500000000000002,0.111,69.17 69.64,1 0.05
483,Podence,3,WOL,53,(H): LIV,57.19,2.617,0.105,0.121,0.131,0.139,57.19,1,(A): SOU,53.38,2.584,0.098,0.112,0.194,0.173,53.38,1,(H): BOU,54.91,3.248,0.149,0.176,0.29,0.271,54.91,1,(A): FUL(A): LIV,50.16,3.218,0.121,0.14100000000000001,0.17400000000000002,0.17200000000000001,49.38 52.1,1 0.4,(H): TOT(A): LIV,49.94,2.525,0.099,0.11900000000000001,0.149,0.139,49.85 51.76,1 0.05
484,Kilman,2,WOL,43,(H): LIV,78.73,2.001,0.028,0.016,0.149,0.088,78.73,1,(A): SOU,78.97,2.748,0.028,0.016,0.261,0.168,78.97,1,(H): BOU,75.38,3.503,0.039,0.022,0.372,0.319,75.38,1,(A): FUL(A): LIV,76.69,2.92,0.035,0.019,0.23600000000000002,0.142,76.7 76.66,1 0.4,(H): TOT(A): LIV,74.29,2.352,0.029,0.017,0.2,0.11800000000000001,74.42 71.63,1 0.05
485,Cundle,3,WOL,44,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
486,Neto,3,WOL,49,(H): LIV,0,0,0,0,0,0,0,1,(A): SOU,0,0,0,0,0,0,0,1,(H): BOU,0,0,0,0,0,0,0,1,(A): FUL(A): LIV,0,0,0,0,0,0,0 0,1 0.4,(H): TOT(A): LIV,4.1,0.247,0.008,0.011,0.002,0.013000000000000001,3.9 8.05,1 0.05
487,Aït-Nouri,2,WOL,42,(H): LIV,7.68,0.214,0.002,0.008,0.005,0.01,7.68,1,(A): SOU,8.7,0.297,0.002,0.009,0.011,0.02,8.7,1,(H): BOU,11.9,0.546,0.004,0.019,0.029,0.062,11.9,1,(A): FUL(A): LIV,13.6,0.589,0.004,0.019,0.024,0.029,13.22 14.55,1 0.4,(H): TOT(A): LIV,14.34,0.509,0.004,0.016,0.023,0.026,14.43 12.56,1 0.05
488,Fabio Silva,4,WOL,55,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
489,Toti,2,WOL,39,(H): LIV,1.13,0.043,0,0,0.001,0.001,1.13,1,(A): SOU,2.15,0.091,0.001,0,0.003,0.005,2.15,1,(H): BOU,2.39,0.118,0.001,0.001,0.005,0.01,2.39,1,(A): FUL(A): LIV,3.62,0.17900000000000002,0.001,0.001,0.005,0.007,3.8 3.16,1 0.4,(H): TOT(A): LIV,3.88,0.148,0.001,0.001,0.005,0.006,3.87 4.02,1 0.05
490,Chiquinho,3,WOL,50,(H): LIV,0,0,0,0,0,0,0,1,(A): SOU,0,0,0,0,0,0,0,1,(H): BOU,0,0,0,0,0,0,0,1,(A): FUL(A): LIV,0,0,0,0,0,0,0 0,1 0.4,(H): TOT(A): LIV,0,0,0,0,0,0,0 0,1 0.05
491,Adama,3,WOL,54,(H): LIV,25.96,1.28,0.035,0.045,0.036,0.045,25.96,1,(A): SOU,23.95,1.216,0.032,0.042,0.051,0.044,23.95,1,(H): BOU,30.58,1.744,0.063,0.08,0.109,0.1,30.58,1,(A): FUL(A): LIV,27.36,1.83,0.048,0.063,0.064,0.068,27.17 27.85,1 0.4,(H): TOT(A): LIV,27.51,1.4200000000000002,0.04,0.052000000000000005,0.055,0.054,27.53 27.03,1 0.05
492,Šarkić,1,WOL,39,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
493,Gibbs-White,3,NFO,55,(H): LEE,14.01,0.762,0.034,0.038,0.032,0.058,14.01,1,(A): FUL,35.43,1.589,0.066,0.076,0.078,0.094,35.43,1,(H): MCI,63.82,2.352,0.084,0.097,0.08,0.117,63.82,1,(A): WHU,61.97,2.559,0.098,0.117,0.151,0.153,61.97,1,(H): EVE,63.87,3.119,0.135,0.157,0.272,0.251,63.87,1
494,Mosquera,2,WOL,39,(H): LIV,0,0,0,0,0,0,0,1,(A): SOU,0,0,0,0,0,0,0,1,(H): BOU,0,0,0,0,0,0,0,1,(A): FUL(A): LIV,0,0,0,0,0,0,0 0,1 0.4,(H): TOT(A): LIV,0,0,0,0,0,0,0 0,1 0.05
495,Matthews,1,CRY,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
496,Plange,4,CRY,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
497,Adrián,1,LIV,39,(A): WOL,0,0,0,0,0,0,0,1,(H): EVE,0,0,0,0,0,0,0,1,(A): NEW,0,0,0,0,0,0,0,1,(A): CHE(H): WOL(A): CRY,0.05,0.003,0,0,0,0,0 0.17 0,0.05 0.4 1,(H): MUN(H): WOL,0,0,0,0,0,0,0 0,1 0.05
498,R.Williams,2,LIV,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
499,Davies,2,LIV,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
500,Van den Berg,2,LIV,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
501,Phillips,2,LIV,39,(A): WOL,2.82,0.122,0.001,0.001,0.004,0.008,2.82,1,(H): EVE,6.35,0.31,0.004,0.002,0.018,0.033,6.35,1,(A): NEW,5.77,0.193,0.002,0.001,0.007,0.009,5.77,1,(A): CHE(H): WOL(A): CRY,3.96,0.258,0.002,0.002,0.011,0.022,3.88 4.46 3.77,0.05 0.4 1,(H): MUN(H): WOL,0.63,0.03,0,0,0.001,0.002,0.62 0.9,1 0.05
502,Carson,1,MCI,38,(A): TOT,0,0,0,0,0,0,0,1,(H): AVL(A): ARS,0,0,0,0,0,0,0 0,1 1,(A): NFO,0.03,0.001,0,0,0,0,0.03,1,(A): BOU,0.01,0.001,0,0,0,0,0.01,1,(H): NEW,0.12,0.005,0,0,0.001,0,0.12,1
503,Moutinho,3,WOL,47,(H): LIV,56.5,2.032,0.033,0.099,0.114,0.108,56.5,1,(A): SOU,55.88,2.091,0.032,0.096,0.189,0.114,55.88,1,(H): BOU,53.88,2.38,0.047,0.139,0.263,0.168,53.88,1,(A): FUL(A): LIV,53.78,2.684,0.042,0.122,0.173,0.132,53.49 54.49,1 0.4,(H): TOT(A): LIV,51.68,2.022,0.035,0.097,0.14300000000000002,0.098,51.73 50.68,1 0.05
504,Malacia,2,MUN,42,(H): CRY(H): LEE,15.77,1.486,0.011,0.035,0.087,0.121,15.78 15.77,1 1,(A): LEE,18.49,0.762,0.005,0.018,0.043,0.047,18.49,1,(H): LEI,21.47,1.043,0.008,0.026,0.073,0.083,21.47,1,,0,0,0,0,0,0,,,(A): LIV,13.97,0.45,0.003,0.009,0.016,0.016,13.97,1
505,Rothwell,3,BOU,49,(A): BHA,49.35,1.661,0.031,0.052,0.059,0.065,49.35,1,(H): NEW(H): BHA,18.87,0.769,0.011,0.022,0.019,0.028,18.97 13.77,1 0.02,(A): WOL(H): BHA,8.87,0.389,0.006,0.011,0.006,0.014,8.86 9.27,1 0.02,(H): MCI,9.89,0.4,0.005,0.01,0.003,0.011,9.89,1,(A): ARS(H): BHA,9.95,0.43100000000000005,0.005,0.009000000000000001,0.003,0.011,10.14 8.01,1 0.1
506,Adams,3,LEE,49,(A): NFO(A): MUN,79.57,4.16,0.031,0.091,0.307,0.178,74.07 85.08,1 1,(H): MUN,82.46,2.092,0.016,0.046,0.137,0.084,82.46,1,(A): EVE,79.85,2.17,0.015,0.045,0.233,0.098,79.85,1,(H): SOU,78.26,2.292,0.02,0.059,0.299,0.108,78.26,1,(A): CHE,77.2,1.902,0.011,0.032,0.107,0.076,77.2,1
507,Niakhaté,2,NFO,43,(H): LEE,0.16,0.007,0,0,0,0,0.16,1,(A): FUL,0.7,0.029,0,0,0.001,0.001,0.7,1,(H): MCI,3.18,0.094,0.001,0.001,0.002,0.002,3.18,1,(A): WHU,10.41,0.321,0.003,0.003,0.015,0.015,10.41,1,(H): EVE,7.13,0.299,0.003,0.002,0.016,0.026,7.13,1
508,Sinisterra,3,LEE,65,(A): NFO(A): MUN,28.63,3.162,0.11900000000000001,0.14100000000000001,0.085,0.202,28.2 29.06,1 1,(H): MUN,57.99,2.715,0.102,0.142,0.119,0.169,57.99,1,(A): EVE,63.11,3.139,0.121,0.163,0.217,0.264,63.11,1,(H): SOU,60.38,3.553,0.157,0.213,0.261,0.35,60.38,1,(A): CHE,61.01,2.549,0.087,0.117,0.108,0.134,61.01,1
509,Downes,3,WHU,42,(A): NEW,8.3,0.314,0.003,0.003,0.005,0.009,8.3,1,(H): CHE(H): NEW,10.49,0.41300000000000003,0.004,0.005,0.01,0.013,10.51 9.88,1 0.03,(A): TOT(H): NEW,10.45,0.403,0.004,0.005,0.007,0.01,10.47 9.63,1 0.03,(H): NFO,10.13,0.414,0.006,0.007,0.015,0.016,10.13,1,(A): BHA,11.12,0.414,0.004,0.005,0.008,0.012,11.12,1
510,Hickey,2,BRE,49,(H): SOU,30.86,1.442,0.014,0.031,0.099,0.105,30.86,1,(A): ARS,55.28,1.274,0.012,0.026,0.074,0.03,55.28,1,(H): CRY,60.13,2.767,0.026,0.057,0.261,0.191,60.13,1,,0,0,0,0,0,0,,,(H): FUL,63.64,2.597,0.028,0.065,0.23,0.141,63.64,1
511,Richards,2,NFO,44,(H): LEE,0.01,0,0,0,0,0,0.01,1,(A): FUL,1.29,0.049,0,0.001,0.001,0.002,1.29,1,(H): MCI,3.05,0.091,0,0.001,0.001,0.002,3.05,1,(A): WHU,7.13,0.248,0.001,0.004,0.005,0.01,7.13,1,(H): EVE,7.15,0.305,0.002,0.006,0.008,0.026,7.15,1
512,Aribo,3,SOU,51,(A): BRE,16.25,0.768,0.017,0.02,0.013,0.029,16.25,1,(H): WOL,9.73,0.504,0.013,0.015,0.004,0.02,9.73,1,(A): CHE,9.82,0.458,0.008,0.009,0.002,0.014,9.82,1,(A): LEE,10.11,0.517,0.013,0.015,0.003,0.02,10.11,1,(H): LEI,10.15,0.554,0.017,0.018,0.005,0.028,10.15,1
